location,x-axis,y-axis,z-axis,x-degree,y-degree,z-degree
bottom_left,-0.2971920121408242,-0.2480209725278263,-0.015844639915823633,31.84750684540897,18.071088116724823,9.146718563899904
bottom_right,0.3109625164634603,-0.2518204712222952,-0.042130136936704865,25.74408352621151,-30.801211102294797,-6.750839206495288
end_effector,-0.08671323252113412,-0.06345903225970541,0.16972757991614107,2.100791412509793,-15.326556580035467,-179.454151995566
finger_1_dist,0.005755319919115974,-0.05258924455572803,0.2000515681899846,-0.07666725142635439,7.764001113222857,-152.53922598121576
finger_2_prox,-0.15731688864687665,-0.01912165014494599,0.1934933325017919,-3.740910479788212,-6.808883486843221,-18.429621725439684
finger_1_prox,-0.013646820588133362,-0.011879952114035352,0.194491878908566,16.32658624314861,-0.12861613724979196,-155.51513860935017
object,0.19874467355054515,0.03388114935799715,0.09193312629556483,-1.9837666667392173,5.394622299063962,153.95248912864216
palm,-0.08278764482010396,0.03136914797062167,0.21192207393902573,1.6883074544624987,-3.9583172109893545,179.77206602672197
top_right,0.3069136162362759,0.2585313620665319,-0.037055987525049794,-26.578978520235008,-35.26757560632254,6.642954125962021
top_left,-0.30068032107801446,0.2557414352834008,-0.013447343219957553,-16.517107094260663,27.165521351803804,-2.919237987263144
finger_2_dist,-0.18226863535825893,-0.06077012154358901,0.1944474096908867,-9.634070777791178,2.1312877279798563,-29.225375058120676
