location,x-axis,y-axis,z-axis,x-degree,y-degree,z-degree
bottom_left,-0.29843782755605947,-0.24919084122992807,-0.019299083038818887,17.927727160785317,31.71457764091213,3.2714144648845047
bottom_right,0.3109625164634603,-0.2518204712222952,-0.042130136936704865,25.74408352621151,-30.801211102294797,-6.750839206495288
center,0.00022776886252603643,-0.0006392078100555931,-0.011058354681200866,9.877928182949496,13.968847117574839,-0.46956345334986954
end_effector,-0.07784341947857605,0.03965831985373907,0.1690010911042975,-0.3143259302111174,-14.012348847485447,-179.52630705274763
finger_2_dist,-0.17162232329572336,0.041104184190803944,0.20150628987659103,-8.766428893938121,0.4069877176590626,-28.388460558725964
finger_1_dist,0.016126253281094523,0.051957223972093375,0.2034826178605149,9.47397405631291,-7.765657497081592,-151.06506091711123
finger_2_prox,-0.14880917530820997,0.08371838990835608,0.1940786729144166,-4.0610391433700785,-6.194786368372435,-18.05739359433355
finger_1_prox,-0.0046754123840951275,0.09243118442133702,0.19077002899556383,6.112939605666044,2.586232938445936,-153.24380246991623
palm,-0.07331460749847407,0.13304792455912445,0.21735881327748752,5.050372658780729,-0.18414266925098846,-179.40273988210012
top_right,0.3069136162362759,0.2585313620665319,-0.037055987525049794,-26.578978520235008,-35.26757560632254,6.642954125962021
top_left,-0.30068032107801446,0.2557414352834008,-0.013447343219957553,-16.517107094260663,27.165521351803804,-2.919237987263144
