location,x-axis,y-axis,z-axis,x-degree,y-degree,z-degree
bottom_left,-0.2971920121408242,-0.2480209725278263,-0.015844639915823633,31.84750684540897,18.071088116724823,9.146718563899904
bottom_right,0.3109625164634603,-0.2518204712222952,-0.042130136936704865,25.74408352621151,-30.801211102294797,-6.750839206495288
center,-0.0003837245266808467,-0.00029112615619412627,0.014105351997839022,-18.012768384180244,2.747055557040234,-2.925622149361286
finger_2_dist,-0.119238227645673,0.003440611125307848,0.20471790055977268,-1.5943275721549046,8.182566192059815,5.374852559252201
object,0.19874467355054515,0.03388114935799715,0.09193312629556483,-1.9837666667392173,5.394622299063962,153.95248912864216
finger_2_prox,-0.12458788743030282,0.052519666880571254,0.19162868849062975,-1.4453518642826944,1.2242939079587447,15.975313986975708
finger_1_dist,0.02949308654562343,0.11953640734490965,0.19399174927999185,0.22778243223632175,-10.522571983238425,-115.66272454671979
finger_1_prox,-0.01057707375609319,0.1411634453946215,0.18397344495612344,9.432421225035958,-3.04025595872527,-118.89203328276862
palm,-0.09168710558705867,0.13735540251526368,0.2038083464312298,2.5002491654546586,-2.789124487051465,-145.83991312990486
top_right,0.3069136162362759,0.2585313620665319,-0.037055987525049794,-26.578978520235008,-35.26757560632254,6.642954125962021
top_left,-0.30036900559096563,0.2555834400698632,-0.01239014152273854,-26.425414821859928,13.305348235457055,-6.1686920259597535
