location,x-axis,y-axis,z-axis,x-degree,y-degree,z-degree
bottom_left,-0.2971920121408242,-0.2480209725278263,-0.015844639915823633,31.84750684540897,18.071088116724823,9.146718563899904
bottom_right,0.3071045878115613,-0.24862603143461426,-0.031177151636358036,27.274459080999833,-33.38716262149772,-7.270735731287809
finger_2_dist,-0.2177702006304143,-0.0877908863658271,0.2045043079581742,-4.672337086916678,9.883239325158124,-4.467448046323838
end_effector,-0.13487600197681177,-0.05172022528793887,0.16270336524554774,-2.394789649265535,-12.37757639432343,-152.83757595130166
finger_2_prox,-0.21608244615346572,-0.04012629719734966,0.1940562403735926,-2.097555122394599,-4.334726987818168,7.353347701534759
center,-0.00033975064173766625,-0.00041458050358468904,-0.021304601404136148,0.7445513673339907,-11.697505617270537,-1.3425655327167336
finger_1_dist,-0.05535763943425581,0.002188213848674834,0.2006133789000426,7.850469569576688,-11.306479848426322,-124.61885428406863
object,0.19874467355054515,0.03388114935799715,0.09193312629556483,-1.9837666667392173,5.394622299063962,153.95248912864216
finger_1_prox,-0.09322907036636668,0.029253074047414104,0.17648416670406708,12.157402839270166,-0.9664480682299254,-127.1507205620257
palm,-0.1716785754537547,0.03804141474980248,0.20483857740492217,5.320707403584756,-4.6987698138192515,-154.54847458537733
top_right,0.3051455691642877,0.2568322973863305,-0.032013039072529836,-23.667849693258795,-36.532451668954664,5.7328588215504785
